load_1,disk_r,disk_svc,disk_w,disk_wb
0.091102,0.000244,0.108108,0.091491,0.183528
0.073093,0.0,0.121622,0.085081,0.175656
0.069915,0.000366,0.081081,0.096387,0.15658
0.058263,0.000366,0.094595,0.049624,0.153211
0.088983,0.000244,0.135135,0.086885,0.159154
0.058263,0.000244,0.108108,0.091341,0.155028
0.042373,0.000366,0.121622,0.049175,0.159911
0.043432,0.000122,0.081081,0.090444,0.155217
0.118644,0.0,0.121622,0.095522,0.158548
0.104873,0.000244,0.081081,0.052434,0.159229
0.067797,0.000244,0.148649,0.094755,0.1411
0.044492,0.0,0.108108,0.084767,0.159078
0.060381,0.000244,0.094595,0.089981,0.171
0.07839,0.0,0.094595,0.08811,0.158775
0.059322,0.0,0.081081,0.053028,0.188827
0.070975,0.000366,0.135135,0.082602,0.194277
0.080508,0.000122,0.108108,0.085052,0.158056
0.186441,0.000122,0.135135,0.092819,0.170016
0.100636,0.000244,0.121622,0.086586,0.156012
0.076271,0.000122,0.081081,0.06353,0.141251
0.132415,0.000366,0.121622,0.094881,0.152644
0.048729,0.000244,0.148649,0.086488,0.190568
0.033898,0.0,0.148649,0.058256,0.152076
0.039195,0.000244,0.094595,0.088321,0.156353
0.058263,0.0,0.108108,0.087839,0.158624
0.052966,0.000489,0.121622,0.048647,0.139132
0.056144,0.0,0.135135,0.095564,0.346656
0.054025,0.000366,0.121622,0.099412,0.121002
0.110169,0.000366,0.135135,0.059359,0.175353
0.121822,0.000122,0.175676,0.066532,0.17399
0.065678,0.000122,0.148649,0.067598,0.22501
0.097458,0.000366,0.148649,0.064451,0.174558
0.113347,0.000122,0.175676,0.075402,0.138034
0.074153,0.0,0.135135,0.058812,0.170849
0.064619,0.000122,0.148649,0.069113,0.143711
0.063559,0.000244,0.162162,0.064862,0.152795
0.054025,0.0,0.148649,0.065578,0.198971
0.043432,0.0,0.135135,0.070698,0.138261
0.03178,0.000366,0.175676,0.07167,0.172287
0.027542,0.0,0.189189,0.06273,0.157905
0.037076,0.0,0.135135,0.064905,0.154877
0.085805,0.0,0.216216,0.061631,0.142841
0.083686,0.000122,0.202703,0.073573,0.13898
0.077331,0.0,0.162162,0.063698,0.192082
0.09322,0.0,0.148649,0.067799,0.127815
0.112288,0.002846,0.216216,0.061931,0.413308
0.070975,0.000122,0.162162,0.065835,0.142046
0.07839,0.000122,0.148649,0.069917,0.129253
0.081568,0.000366,0.135135,0.068842,0.112108
0.086864,0.0,0.162162,0.060519,0.163468
0.050847,0.0,0.148649,0.06303,0.173877
0.064619,0.000366,0.216216,0.059752,0.141365
0.057203,0.000122,0.202703,0.07276,0.101245
0.064619,0.000366,0.162162,0.058167,0.170622
0.059322,0.000122,0.148649,0.062038,0.176564
0.052966,0.000122,0.175676,0.056437,0.170168
0.056144,0.000366,0.175676,0.062473,0.154044
0.080508,0.0,0.175676,0.069594,0.177586
0.135593,0.000611,0.148649,0.065671,0.146361
0.086864,0.000244,0.148649,0.056689,0.180008
0.080508,0.000244,0.162162,0.062599,0.22872
0.079449,0.000122,0.175676,0.057461,0.147761
0.072034,0.000244,0.189189,0.067406,0.182241
0.070975,0.0,0.162162,0.057437,0.138602
0.058263,0.000366,0.189189,0.062305,0.174974
0.037076,0.000122,0.162162,0.05192,0.155407
0.054025,0.000611,0.162162,0.055389,0.156504
0.057203,0.0,0.162162,0.065007,0.142954
0.052966,0.0,0.189189,0.06237,0.172893
0.047669,0.0,0.121622,0.05292,0.159192
0.037076,0.000366,0.189189,0.057274,0.156202
0.0625,0.000366,0.148649,0.052383,0.138867
0.075212,0.000489,0.135135,0.064717,0.175277
0.108051,0.000122,0.148649,0.056437,0.162295
0.088983,0.000733,0.202703,0.053542,0.141516
0.149364,0.000122,0.148649,0.055717,0.258809
0.114407,0.0,0.135135,0.0556,0.157715
0.058263,0.000244,0.135135,0.064362,0.160478
0.060381,0.000366,0.189189,0.064128,0.143219
0.092161,0.000244,0.175676,0.051261,0.159759
0.126059,0.0,0.121622,0.053814,0.156542
0.088983,0.0,0.148649,0.047422,0.187729
0.118644,0.0,0.175676,0.064367,0.160327
0.088983,0.0,0.162162,0.05134,0.15446
0.076271,0.000366,0.148649,0.055497,0.33409
0.064619,0.0,0.175676,0.051396,0.138715
0.104873,0.000366,0.175676,0.055656,0.172476
0.100636,0.0,0.175676,0.057204,0.161273
0.139831,0.0,0.148649,0.053005,0.163771
0.114407,0.000122,0.189189,0.049329,0.148897
0.074153,0.000122,0.148649,0.054426,0.261572
0.080508,0.0,0.148649,0.049979,0.157564
0.14089,0.0,0.121622,0.057316,0.160895
0.118644,0.000489,0.175676,0.049386,0.157867
0.157839,0.000489,0.162162,0.053977,0.166723
0.189619,0.000244,0.148649,0.048684,0.163506
0.161017,0.000122,0.189189,0.052682,0.185231
0.100636,0.000122,0.202703,0.053524,0.147572
0.060381,0.000122,0.135135,0.060659,0.173461
0.057203,0.0,0.162162,0.051148,0.162144
0.054025,0.000122,0.175676,0.052261,0.123765
0.081568,0.0,0.175676,0.047889,0.189584
0.058263,0.0,0.121622,0.06007,0.163204
0.14089,0.000489,0.148649,0.048703,0.161992
0.079449,0.0,0.135135,0.050288,0.219901
0.096398,0.000244,0.135135,0.04759,0.185875
0.060381,0.000733,0.189189,0.051167,0.145642
0.132415,0.000122,0.148649,0.056156,0.176678
0.108051,0.000122,0.148649,0.051658,0.159456
0.077331,0.0,0.148649,0.045145,0.129178
0.059322,0.000366,0.189189,0.040567,0.173574
0.072034,0.0,0.148649,0.04579,0.175239
0.066737,0.0,0.108108,0.056147,0.113849
0.113347,0.0,0.162162,0.047805,0.206351
0.067797,0.0,0.148649,0.046033,0.147042
0.054025,0.000244,0.189189,0.041853,0.174331
0.138771,0.0,0.108108,0.048137,0.158132
0.102754,0.0,0.135135,0.049185,0.180803
0.119703,0.000122,0.148649,0.050844,0.145528
0.09322,0.000244,0.135135,0.045163,0.267893
0.086864,0.000489,0.148649,0.049138,0.074713
0.118644,0.000122,0.148649,0.044065,0.097347
0.087924,0.000122,0.121622,0.04708,0.177813
0.083686,0.000366,0.162162,0.046566,0.139586
0.0625,0.002846,0.135135,0.042465,0.176488
0.065678,0.000122,0.121622,0.040324,0.140078
0.064619,0.0,0.108108,0.036845,0.173271
0.028602,0.000122,0.121622,0.057367,0.142841
0.101695,0.000244,0.162162,0.039085,0.174407
0.043432,0.0,0.121622,0.041222,0.160516
0.119703,0.000122,0.135135,0.04233,0.157829
0.057203,0.000122,0.135135,0.037355,0.139775
0.092161,0.000122,0.148649,0.045935,0.159646
0.064619,0.000244,0.135135,0.041507,0.176072
0.064619,0.0,0.121622,0.036289,0.186443
0.085805,0.0,0.108108,0.039234,0.201393
0.095339,0.0,0.175676,0.041951,0.15552
0.056144,0.000122,0.121622,0.043541,0.175921
0.052966,0.0,0.108108,0.042166,0.144203
0.086864,0.000366,0.121622,0.030977,0.156769
0.066737,0.0,0.148649,0.03886,0.159721
0.088983,0.000244,0.135135,0.033871,0.171379
0.063559,0.0,0.094595,0.044934,0.143409
0.137712,0.0,0.094595,0.031641,0.186443
0.092161,0.000244,0.121622,0.037013,0.155823
0.082627,0.000122,0.135135,0.033764,0.158132
0.068856,0.000122,0.162162,0.036018,0.140759
0.041314,0.0,0.108108,0.038627,0.346429
0.048729,0.000122,0.108108,0.044817,0.159986
0.04661,0.0,0.094595,0.031987,0.18421
0.036017,0.000122,0.081081,0.026152,0.217062
0.048729,0.000244,0.135135,0.032384,0.139207
0.057203,0.0,0.135135,0.043849,0.176223
0.057203,0.0,0.081081,0.027835,0.154574
0.138771,0.000244,0.094595,0.032338,0.157186
0.099576,0.000122,0.121622,0.029294,0.14216
0.073093,0.000122,0.081081,0.034063,0.172022
0.136653,0.0,0.148649,0.032852,0.145566
0.070975,0.0,0.121622,0.039866,0.174634
0.105932,0.0,0.121622,0.028349,0.172893
0.07839,0.0,0.310811,0.018525,0.141403
0.057203,0.000244,0.135135,0.028976,0.153476
0.055085,0.0,0.094595,0.035466,0.173536
0.077331,0.0,0.108108,0.032441,0.158851
0.054025,0.000122,0.108108,0.02726,0.19511
0.03178,0.000122,0.081081,0.025151,0.201809
0.040254,0.000122,0.121622,0.03064,0.121154
0.114407,0.002467,0.121622,0.023571,0.188903
0.143008,0.0,0.081081,0.036499,0.155028
0.064619,0.000122,0.121622,0.029266,0.156731
0.03178,0.0,0.094595,0.025679,0.142727
0.065678,0.016159,0.189189,0.028966,0.155445
0.086864,0.000611,0.148649,0.033899,0.15658
0.055085,0.000122,0.081081,0.026942,0.152682
0.101695,0.000244,0.081081,0.025586,0.138186
0.054025,0.0,0.081081,0.016412,0.190379
0.068856,0.0,0.094595,0.026212,0.136066
0.114407,0.0,0.081081,0.027877,0.175807
0.075212,0.000122,0.121622,0.038758,0.17698
0.058263,0.001722,0.135135,0.035106,0.217933
0.0625,0.0,0.067568,0.056208,0.168767
0.042373,0.000122,0.081081,0.048198,0.171152
0.04661,0.0,0.054054,0.056544,0.141289
0.043432,0.0,0.081081,0.052864,0.17013
0.033898,0.000122,0.067568,0.047412,0.136823
0.034958,0.0,0.067568,0.04124,0.156353
0.051907,0.0,0.054054,0.047445,0.152947
0.064619,0.000366,0.054054,0.047684,0.157072
0.080508,0.0,0.081081,0.050957,0.153552
0.150424,0.0,0.067568,0.046557,0.169335
0.092161,0.0,0.054054,0.048034,0.123538
0.059322,0.000122,0.054054,0.039141,0.18455
0.032839,0.0,0.054054,0.045201,0.156353
0.044492,0.0,0.094595,0.042648,0.140419
0.04661,0.0,0.067568,0.040357,0.200257
0.066737,0.0,0.054054,0.039305,0.211347
0.054025,0.0,0.054054,0.025282,0.153287
0.028602,0.0,0.054054,0.043298,0.155634
0.029661,0.0,0.054054,0.0481,0.154763
0.028602,0.0,0.094595,0.042087,0.135763
0.04661,0.0,0.054054,0.041554,0.171719
0.037076,0.0,0.054054,0.037902,0.154347
0.060381,0.0,0.054054,0.046145,0.15412
0.0625,0.0,0.040541,0.041563,0.169184
0.088983,0.000122,0.054054,0.040371,0.326558
0.037076,0.0,0.054054,0.036251,0.155407
0.034958,0.0,0.040541,0.026895,0.151584
0.074153,0.0,0.054054,0.041175,0.155104
0.080508,0.0,0.054054,0.045458,0.158207
0.070975,0.0,0.054054,0.03995,0.18016
0.080508,0.0,0.054054,0.044467,0.215208
0.104873,0.0,0.040541,0.033577,0.152568
0.074153,0.0,0.054054,0.04558,0.15412
0.083686,0.0,0.067568,0.039459,0.151395
0.039195,0.0,0.067568,0.034414,0.135498
0.055085,0.0,0.040541,0.0336,0.17013
0.070975,0.0,0.054054,0.035096,0.162636
0.038136,0.0,0.040541,0.039464,0.168654
0.026483,0.0,0.067568,0.025015,0.13845
0.045551,0.0,0.054054,0.042222,0.132016
0.051907,0.0,0.040541,0.055352,0.186972
0.036017,0.0,0.040541,0.031183,0.151395
0.057203,0.0,0.040541,0.042292,0.139245
0.052966,0.000122,0.027027,0.019662,0.162787
0.038136,0.0,0.027027,0.035017,0.215586
0.033898,0.0,0.040541,0.029794,0.167518
0.10911,0.0,0.054054,0.048446,0.168351
0.058263,0.0,0.040541,0.037364,0.15166
0.041314,0.0,0.054054,0.040123,0.15518
0.108051,0.0,0.067568,0.029336,0.147307
0.065678,0.0,0.040541,0.033151,0.138867
0.024364,0.0,0.054054,0.029004,0.150486
0.029661,0.0,0.027027,0.037229,0.166496
0.068856,0.0,0.040541,0.033282,0.137618
0.045551,0.0,0.040541,0.0331,0.167367
0.04661,0.0,0.040541,0.028817,0.119829
0.055085,0.0,0.040541,0.034199,0.181484
0.050847,0.0,0.027027,0.036897,0.169259
0.04661,0.0,0.027027,0.042545,0.158775
0.038136,0.0,0.040541,0.030958,0.242724
0.027542,0.0,0.027027,0.036139,0.153098
0.020127,0.0,0.040541,0.025941,0.133
0.042373,0.0,0.027027,0.044387,0.148859
0.040254,0.0,0.027027,0.040483,0.170925
0.04661,0.0,0.040541,0.032455,0.1506
0.041314,0.0,0.040541,0.029327,0.152795
0.029661,0.0,0.040541,0.033605,0.134363
0.023305,0.0,0.040541,0.034965,0.165058
0.040254,0.0,0.027027,0.021887,0.154915
0.081568,0.0,0.040541,0.034404,0.149237
0.095339,0.000122,0.040541,0.029252,0.152833
0.0625,0.0,0.027027,0.025983,0.134514
0.070975,0.0,0.054054,0.034072,0.165512
0.026483,0.0,0.027027,0.030926,0.141176
0.044492,0.0,0.027027,0.013462,0.194391
0.043432,0.0,0.067568,0.02855,0.211763
0.032839,0.0,0.067568,0.034068,0.132735
0.018008,0.000122,0.040541,0.045032,0.165512
0.039195,0.0,0.040541,0.029752,0.155445
0.044492,0.0,0.108108,0.028335,0.114946
0.027542,0.000122,0.054054,0.028279,0.18455
0.036017,0.000122,0.027027,0.022944,0.16415
0.040254,0.000122,0.054054,0.03808,0.149578
0.059322,0.0,0.027027,0.030879,0.120018
0.088983,0.000122,0.067568,0.026437,0.181484
0.043432,0.0,0.040541,0.023477,0.135877
0.029661,0.0,0.040541,0.025834,0.148897
0.043432,0.0,0.040541,0.035438,0.324174
0.036017,0.0,0.081081,0.03584,0.141668
0.024364,0.0,0.067568,0.024576,0.181976
0.023305,0.0,0.027027,0.024076,0.221793
0.024364,0.0,0.027027,0.038052,0.148329
0.043432,0.0,0.027027,0.050728,0.134439
0.025424,0.000122,0.027027,0.041418,0.184437
0.009534,0.0,0.013514,0.03533,0.149389
0.041314,0.0,0.027027,0.034802,0.136558
0.041314,0.0,0.040541,0.038402,0.190568
0.045551,0.0,0.027027,0.041441,0.148367
0.052966,0.0,0.013514,0.043499,0.15552
0.043432,0.0,0.040541,0.026442,0.148291
0.034958,0.0,0.040541,0.023468,0.13618
0.029661,0.0,0.027027,0.019236,0.149275
0.051907,0.0,0.027027,0.032651,0.166458
0.045551,0.0,0.040541,0.013681,0.154196
0.037076,0.0,0.027027,0.04269,0.149048
0.084746,0.0,0.013514,0.021784,0.22221
0.034958,0.0,0.054054,0.022547,0.164604
0.03178,0.0,0.027027,0.041166,0.148102
0.029661,0.0,0.027027,0.043167,0.140116
0.023305,0.000122,0.054054,0.025072,0.147269
0.048729,0.0,0.040541,0.02336,0.168048
0.049788,0.0,0.054054,0.020756,0.148632
0.037076,0.0,0.054054,0.028896,0.147572
0.022246,0.000122,0.040541,0.02603,0.135195
0.084746,0.0,0.027027,0.022444,0.164566
0.034958,0.000122,0.027027,0.019395,0.069112
0.113347,0.0,0.040541,0.021579,0.11347
0.081568,0.0,0.027027,0.027269,0.14848
0.059322,0.0,0.054054,0.030898,0.172249
0.027542,0.000122,0.054054,0.025067,0.24102
0.014831,0.0,0.027027,0.030837,0.151205
0.022246,0.0,0.013514,0.035732,0.1492
0.043432,0.0,0.013514,0.043789,0.131524
0.01589,0.0,0.013514,0.039931,0.167329
0.022246,0.0,0.027027,0.039099,0.131221
0.056144,0.0,0.027027,0.0344,0.167026
0.021186,0.0,0.027027,0.040385,0.132092
0.032839,0.0,0.027027,0.043821,0.148632
0.065678,0.0,0.013514,0.042699,0.150486
0.052966,0.0,0.040541,0.026657,0.163771
0.041314,0.0,0.027027,0.029836,0.151205
0.034958,0.0,0.013514,0.031922,0.131259
0.028602,0.0,0.027027,0.042363,0.162484
0.010593,0.0,0.013514,0.039955,0.155331
0.013771,0.000122,0.040541,0.038075,0.177018
0.048729,0.0,0.013514,0.021621,0.191969
0.029661,0.0,0.027027,0.03649,0.147421
0.03178,0.0,0.054054,0.041114,0.164301
0.028602,0.0,0.027027,0.037219,0.135612
0.032839,0.0,0.027027,0.018427,0.162901
0.036017,0.0,0.013514,0.033039,0.114265
0.03178,0.0,0.013514,0.02761,0.198895
0.020127,0.0,0.013514,0.040885,0.131146
0.018008,0.0,0.027027,0.036625,0.16714
0.018008,0.0,0.027027,0.032936,0.323266
0.020127,0.0,0.027027,0.030711,0.147269
0.007415,0.0,0.027027,0.035658,0.117974
0.03178,0.0,0.013514,0.02863,0.162901
0.020127,0.0,0.027027,0.05351,0.138715
0.042373,0.0,0.040541,0.031786,0.238257
0.028602,0.000122,0.027027,0.026357,0.148367
0.070975,0.0,0.013514,0.029612,0.148897
0.032839,0.000122,0.027027,0.032427,0.187465
0.033898,0.0,0.027027,0.040198,0.144658
0.027542,0.0,0.027027,0.032067,0.142084
0.024364,0.0,0.013514,0.028494,0.146512
0.028602,0.0,0.027027,0.036387,0.161046
0.019068,0.0,0.013514,0.029523,0.129064
0.01589,0.0,0.013514,0.050728,0.151319
0.014831,0.0,0.040541,0.019447,0.178949
0.023305,0.0,0.027027,0.027956,0.147534
0.020127,0.0,0.027027,0.029537,0.133833
0.056144,0.0,0.027027,0.031052,0.162787
0.048729,0.0,0.027027,0.04255,0.154271
0.070975,0.0,0.027027,0.033591,0.205064
0.03178,0.0,0.013514,0.03151,0.175429
0.024364,0.0,0.013514,0.039992,0.151205
0.041314,0.0,0.027027,0.037518,0.130162
0.052966,0.0,0.013514,0.031342,0.152114
0.036017,0.0,0.040541,0.012461,0.147194
0.040254,0.000122,0.027027,0.040146,0.164604
0.039195,0.0,0.013514,0.029471,0.132849
0.07839,0.000122,0.013514,0.0318,0.130199
0.049788,0.0,0.013514,0.037177,0.182241
0.032839,0.0,0.013514,0.032263,0.148556
0.04661,0.0,0.013514,0.032665,0.131638
0.03178,0.0,0.013514,0.0331,0.164036
0.011653,0.0,0.027027,0.02863,0.165777
0.025424,0.000122,0.027027,0.049573,0.156315
0.012712,0.0,0.040541,0.04154,0.164982
0.004237,0.0,0.027027,0.028864,0.220658
0.084746,0.000122,0.027027,0.03684,0.133038
0.081568,0.0,0.027027,0.030734,0.146437
0.043432,0.0,0.013514,0.046543,0.166194
0.032839,0.0,0.027027,0.038187,0.1492
0.028602,0.0,0.013514,0.034096,0.130729
0.028602,0.000244,0.027027,0.037701,0.165929
0.029661,0.0,0.013514,0.030879,0.144809
0.019068,0.0,0.013514,0.042012,0.150184
0.040254,0.0,0.040541,0.037042,0.130994
0.069915,0.0,0.013514,0.035204,0.162787
0.055085,0.0,0.0,0.028078,0.149351
0.020127,0.0,0.013514,0.041932,0.14814
0.025424,0.0,0.013514,0.04161,0.137731
0.009534,0.0,0.013514,0.036532,0.221415
0.018008,0.0,0.013514,0.031791,0.174785
0.056144,0.0,0.013514,0.033189,0.150562
0.037076,0.0,0.027027,0.029658,0.147723
0.013771,0.0,0.013514,0.059588,0.13512
0.020127,0.0,0.027027,0.034662,0.148178
0.007415,0.0,0.027027,0.023954,0.160441
0.003178,0.0,0.013514,0.042512,0.153136
0.009534,0.0,0.027027,0.032702,0.147042
0.028602,0.0,0.013514,0.045257,0.146058
0.024364,0.0,0.013514,0.030617,0.146626
0.047669,0.0,0.013514,0.040759,0.145642
0.026483,0.0,0.027027,0.030762,0.165588
0.038136,0.0,0.013514,0.027171,0.146323
0.025424,0.0,0.013514,0.052715,0.161122
0.075212,0.0,0.054054,0.016094,0.175731
0.042373,0.0,0.027027,0.033656,0.361833
0.039195,0.0,0.027027,0.0323,0.165588
0.057203,0.0,0.027027,0.031005,0.145982
0.03178,0.0,0.013514,0.047473,0.149692
0.023305,0.0,0.013514,0.037416,0.146777
0.023305,0.0,0.013514,0.040562,0.147496
0.018008,0.0,0.027027,0.033927,0.177889
0.006356,0.0,0.013514,0.032571,0.144885
0.025424,0.000244,0.040541,0.052416,0.150146
0.040254,0.0,0.040541,0.025506,0.146323
0.014831,0.0,0.027027,0.034175,0.145982
0.024364,0.0,0.013514,0.048039,0.148821
0.008475,0.0,0.013514,0.041493,0.146399
0.007415,0.0,0.013514,0.055198,0.139472
0.013771,0.0,0.013514,0.04399,0.188751
0.024364,0.0,0.013514,0.043008,0.187805
0.021186,0.0,0.027027,0.042157,0.149654
0.032839,0.000122,0.027027,0.036911,0.161652
0.012712,0.0,0.013514,0.06172,0.153552
0.025424,0.0,0.027027,0.046992,0.145188
0.013771,0.0,0.013514,0.038594,0.146247
0.008475,0.0,0.013514,0.03778,0.149502
0.016949,0.0,0.013514,0.040749,0.144203
0.023305,0.0,0.013514,0.048352,0.132054
0.024364,0.0,0.013514,0.042372,0.165815
0.020127,0.0,0.013514,0.046973,0.146361
0.010593,0.0,0.013514,0.052579,0.133341
0.055085,0.0,0.0,0.044219,0.180538
0.029661,0.0,0.013514,0.078544,0.135801
0.011653,0.0,0.013514,0.035774,0.199841
0.011653,0.0,0.013514,0.043859,0.177132
0.03178,0.0,0.013514,0.039356,0.178608
0.018008,0.000122,0.013514,0.041848,0.145263
0.020127,0.0,0.013514,0.051583,0.145301
0.012712,0.0,0.013514,0.043466,0.134287
0.01589,0.0,0.013514,0.042634,0.145869
0.012712,0.0,0.027027,0.038028,0.165399
0.045551,0.0,0.013514,0.035854,0.100072
0.025424,0.000122,0.013514,0.049825,0.193369
0.040254,0.000122,0.027027,0.034942,0.1492
0.023305,0.0,0.013514,0.039917,0.130919
0.024364,0.000122,0.013514,0.040128,0.164377
0.043432,0.0,0.013514,0.04442,0.11453
0.023305,0.0,0.013514,0.060902,0.181333
0.024364,0.0,0.027027,0.046309,0.192196
0.023305,0.0,0.027027,0.042886,0.174861
0.024364,0.0,0.040541,0.032773,0.16502
0.01589,0.000122,0.027027,0.049171,0.115136
0.021186,0.0,0.027027,0.052364,0.163544
0.074153,0.0,0.027027,0.034727,0.149124
0.044492,0.0,0.013514,0.042634,0.162484
0.024364,0.0,0.013514,0.054814,0.165664
0.012712,0.0,0.013514,0.048315,0.129102
0.010593,0.000122,0.013514,0.054828,0.161235
0.013771,0.0,0.013514,0.038585,0.325915
0.051907,0.0,0.013514,0.04507,0.145907
0.036017,0.0,0.013514,0.037345,0.134666
0.013771,0.0,0.054054,0.042783,0.161652
0.025424,0.000122,0.013514,0.049582,0.151357
0.032839,0.0,0.027027,0.016538,0.133795
0.019068,0.0,0.027027,0.038575,0.247757
0.010593,0.0,0.013514,0.034292,0.151546
0.004237,0.0,0.013514,0.036602,0.144544
0.028602,0.0,0.013514,0.03872,0.128761
0.010593,0.0,0.027027,0.04442,0.168351
0.004237,0.0,0.013514,0.041937,0.145982
0.008475,0.0,0.013514,0.033324,0.173877
0.010593,0.000122,0.027027,0.034105,0.113584
0.004237,0.000122,0.013514,0.054795,0.180879
0.019068,0.0,0.027027,0.025282,0.133757
0.036017,0.000122,0.027027,0.034521,0.162333
0.042373,0.0,0.013514,0.02884,0.149464
0.020127,0.0,0.013514,0.036237,0.145907
0.013771,0.0,0.013514,0.050517,0.134363
0.038136,0.000122,0.027027,0.037374,0.190795
0.028602,0.0,0.013514,0.045383,0.2062
0.040254,0.0,0.027027,0.026624,0.148707
0.014831,0.0,0.013514,0.038154,0.145907
0.018008,0.0,0.013514,0.043321,0.146209
0.012712,0.0,0.027027,0.037766,0.152719
0.029661,0.0,0.013514,0.02978,0.127664
0.03178,0.0,0.013514,0.024094,0.164453
0.022246,0.0,0.013514,0.050007,0.14568
0.008475,0.0,0.013514,0.051738,0.12861
0.007415,0.000244,0.040541,0.031155,0.137845
0.007415,0.0,0.013514,0.03043,0.05859
0.012712,0.0,0.013514,0.024847,0.151243
0.011653,0.000122,0.027027,0.028728,0.130275
0.03178,0.0,0.013514,0.046342,0.165626
0.019068,0.0,0.027027,0.039426,0.199538
0.01589,0.0,0.013514,0.024702,0.204156
0.024364,0.0,0.013514,0.033404,0.1492
0.036017,0.000122,0.027027,0.030739,0.146134
0.034958,0.000122,0.013514,0.041694,0.129329
0.022246,0.0,0.081081,0.036929,0.16555
0.022246,0.000611,0.054054,0.045626,0.131827
0.028602,0.000122,0.027027,0.037593,0.132622
0.022246,0.0,0.013514,0.029177,0.161652
0.008475,0.0,0.013514,0.044037,0.162333
0.014831,0.0,0.040541,0.035391,0.133
0.014831,0.0,0.013514,0.028125,0.161273
0.044492,0.0,0.013514,0.028396,0.148821
0.028602,0.0,0.027027,0.037313,0.14496
0.027542,0.0,0.013514,0.044906,0.150184
0.025424,0.0,0.013514,0.034376,0.179138
0.014831,0.0,0.013514,0.035737,0.204042
0.026483,0.000122,0.027027,0.028359,0.130048
0.009534,0.0,0.013514,0.031089,0.162825
0.011653,0.0,0.013514,0.04708,0.132395
0.070975,0.0,0.027027,0.037734,0.14901
0.033898,0.0,0.013514,0.029724,0.146929
0.018008,0.0,0.013514,0.032132,0.178684
0.019068,0.0,0.067568,0.033535,0.146853
0.023305,0.0,0.013514,0.044883,0.143068
0.008475,0.0,0.013514,0.037813,0.133379
0.023305,0.0,0.027027,0.032656,0.30313
0.051907,0.0,0.013514,0.030926,0.146399
0.019068,0.0,0.013514,0.028003,0.14708
0.018008,0.0,0.013514,0.04535,0.165702
0.006356,0.0,0.027027,0.036953,0.167821
0.073093,0.0,0.013514,0.030505,0.233829
0.040254,0.0,0.013514,0.034012,0.144696
0.020127,0.000122,0.027027,0.031562,0.152076
0.04661,0.0,0.013514,0.044738,0.142727
0.039195,0.0,0.027027,0.035625,0.149843
0.023305,0.000122,0.027027,0.033502,0.128837
0.018008,0.0,0.040541,0.038636,0.172174
0.03178,0.0,0.027027,0.033306,0.164225
0.011653,0.0,0.027027,0.045079,0.146474
0.010593,0.000122,0.027027,0.035209,0.149843
0.028602,0.0,0.040541,0.028452,0.145339
0.010593,0.0,0.040541,0.020508,0.12948
0.020127,0.0,0.027027,0.021209,0.165399
0.007415,0.0,0.013514,0.030757,0.149729
0.008475,0.0,0.013514,0.026727,0.180879
0.018008,0.0,0.027027,0.022865,0.202074
0.014831,0.000122,0.027027,0.02423,0.143863
0.023305,0.0,0.027027,0.023309,0.149692
0.008475,0.0,0.027027,0.035349,0.130237
0.016949,0.0,0.027027,0.028709,0.148556
0.009534,0.000244,0.054054,0.028246,0.145566
0.028602,0.0,0.040541,0.02185,0.160819
0.028602,0.0,0.040541,0.02178,0.133114
0.023305,0.0,0.027027,0.032941,0.162674
0.021186,0.0,0.081081,0.029654,0.150335
0.065678,0.000244,0.067568,0.038977,0.144809
0.042373,0.0,0.040541,0.021336,0.144847
0.019068,0.0,0.040541,0.020363,0.169032
0.012712,0.0,0.040541,0.031057,0.134211
0.043432,0.0,0.027027,0.025385,0.196132
0.032839,0.0,0.040541,0.035017,0.176034
0.079449,0.0,0.027027,0.026558,0.177662
0.057203,0.0,0.040541,0.035302,0.133341
0.039195,0.0,0.027027,0.027213,0.146172
0.047669,0.0,0.013514,0.041778,0.167102
0.029661,0.000122,0.027027,0.028494,0.129215
0.024364,0.0,0.040541,0.034115,0.146058
0.023305,0.0,0.040541,0.025843,0.165172
0.012712,0.0,0.040541,0.031964,0.132433
0.004237,0.000122,0.027027,0.032759,0.162939
0.008475,0.000122,0.054054,0.033203,0.145528
0.003178,0.0,0.040541,0.028714,0.145755
0.020127,0.0,0.040541,0.029415,0.148367
0.019068,0.000122,0.040541,0.029163,0.117709
0.022246,0.0,0.040541,0.038505,0.239317
0.019068,0.0,0.040541,0.03129,0.17365
0.007415,0.0,0.040541,0.032581,0.146512
0.012712,0.0,0.027027,0.027293,0.134439
0.056144,0.0,0.040541,0.028901,0.162182
0.045551,0.0,0.067568,0.046529,0.149767
0.027542,0.000122,0.054054,0.038589,0.146096
0.009534,0.000244,0.054054,0.029981,0.164831
0.027542,0.000122,0.040541,0.030355,0.145869
0.029661,0.000122,0.054054,0.031085,0.113092
0.023305,0.0,0.040541,0.045608,0.166421
0.020127,0.0,0.040541,0.032847,0.162182
0.024364,0.0,0.040541,0.037626,0.115098
0.016949,0.0,0.054054,0.03058,0.165247
0.011653,0.000122,0.040541,0.041245,0.325953
0.004237,0.000122,0.040541,0.037186,0.224481
0.008475,0.000122,0.067568,0.041226,0.175126
0.034958,0.0,0.040541,0.034652,0.130691
0.073093,0.0,0.040541,0.035312,0.169638
0.032839,0.0,0.054054,0.020784,0.127399
0.033898,0.0,0.040541,0.050821,0.150827
